Species,Total,Positive,Percentage,MSW05_Family,MSW05_Genus,8-1_AdultForearmLen_mm,12-1_HabitatBreadth,26-1_GR_Area_km2,26-2_GR_MaxLat_dd,26-3_GR_MinLat_dd,26-4_GR_MidRangeLat_dd,26-5_GR_MaxLong_dd,26-6_GR_MinLong_dd,26-7_GR_MidRangeLong_dd,27-1_HuPopDen_Min_n/km2,27-2_HuPopDen_Mean_n/km2,27-3_HuPopDen_5p_n/km2,27-4_HuPopDen_Change,28-1_Precip_Mean_mm,28-2_Temp_Mean_01degC,30-1_AET_Mean_mm,30-2_PET_Mean_mm,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,Activity-Nocturnal,Activity-Crepuscular,BodyMass-Value,BodyMass-SpecLevel
Anoura geoffroyi,101,4,0.0396039603960396,Phyllostomidae,Anoura,42.66,1.0,8631465.89,25.97,-25.46,0.25,-34.79,-108.83,-71.81,0.0,44.96,0.0,0.1,128.98,221.14,1191.28,1510.91,30.0,0.0,0.0,0.0,30.0,40.0,0.0,0.0,ABC,Ar,A,1.0,0.0,14.62,1.0
Artibeus fimbriatus,3,0,0.0,Phyllostomidae,Artibeus,48.915000000000006,1.0,1195211.14,-18.73,-28.22,-23.48,-41.76,-59.24,-50.5,0.0,75.59,1.0,0.07,125.63,208.92,1233.51,1315.75,10.0,0.0,0.0,0.0,80.0,10.0,0.0,0.0,ABC,Ar,A,1.0,0.0,63.9,1.0
Artibeus jamaicensis,462,8,0.017316017316017316,Phyllostomidae,Artibeus,60.34,1.0,14327574.52,26.12,-25.53,0.29,-34.79,-108.79,-71.79,0.0,33.02,0.0,0.11,147.19,237.53,1278.5,1531.97,10.0,0.0,0.0,0.0,80.0,10.0,0.0,0.0,ABC,Ar,A,1.0,0.0,42.17,1.0
Artibeus lituratus,304,9,0.02960526315789473,Phyllostomidae,Artibeus,70.33,1.0,14275189.62,22.11,-29.57,-3.73,-34.79,-98.34,-66.56,0.0,27.78,0.0,0.11,148.64,235.91,1281.41,1521.14,10.0,0.0,0.0,0.0,80.0,10.0,0.0,0.0,ABC,Ar,A,1.0,0.0,60.54,1.0
Artibeus obscurus,3,0,0.0,Phyllostomidae,Artibeus,48.915000000000006,1.0,11220757.02,8.79,-26.5,-8.85,-34.79,-78.17,-56.48,0.0,19.72,0.0,0.11,154.26,240.14,1302.96,1531.52,10.0,0.0,0.0,0.0,80.0,10.0,0.0,0.0,ABC,Ar,A,1.0,0.0,35.2,1.0
Artibeus phaeotis,43,3,0.06976744186046513,Phyllostomidae,Artibeus,38.55,1.0,1156701.32,24.53,-2.73,10.89,-75.6,-107.37,-91.49,1.0,51.66,3.0,0.13,162.28,228.79,1246.06,1593.77,10.0,0.0,0.0,0.0,80.0,10.0,0.0,0.0,ABC,Ar,A,1.0,0.0,11.59,1.0
Artibeus watsoni,21,0,0.0,Phyllostomidae,Artibeus,48.915000000000006,1.0,415964.09,19.12,7.2,13.16,-77.19,-95.55,-86.37,2.0,36.81,3.0,0.15,185.4,242.27,1374.71,1643.46,10.0,0.0,0.0,0.0,80.0,10.0,0.0,0.0,D1,Ar,A,1.0,0.0,11.2,1.0
Aselliscus stoliczkanus,73,0,0.0,Hipposideridae,Aselliscus,41.49,1.0,1399537.9,28.75,2.08,15.42,114.6,96.12,105.36,5.0,167.6,12.0,0.08,139.23,195.97,1102.58,1327.28,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,4.9,1.0
Balantiopteryx plicata,8,0,0.0,Emballonuridae,Balantiopteryx,42.23,1.0,841946.43,27.13,9.36,18.24,-71.82,-110.03,-90.93,3.0,88.19,8.0,0.09,106.96,216.78,1061.85,1571.82,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,6.39,1.0
Barbastella barbastellus,65,0,0.0,Vespertilionidae,Barbastella,38.49,1.0,3884782.92,60.57,27.99,44.28,49.43,-17.33,16.05,3.0,129.06,16.0,0.00949,57.71,84.24,498.71,630.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,8.03,1.0
Barbastella leucomelas,103,0,0.0,Vespertilionidae,Barbastella,41.49,1.0,3609915.54,45.52,15.46,30.49,145.82,33.91,89.86,0.0,143.24,1.0,0.08,84.55,82.03,630.25,997.18,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,15.05,1.0
Bauerus dubiaquercus,18,0,0.0,Vespertilionidae,Bauerus,53.29,1.0,295020.71,21.5,11.17,16.34,-83.15,-106.52,-94.83,2.0,31.58,3.0,0.18,171.52,241.32,1396.07,1619.64,80.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,22.22,1.0
Cardioderma cor,13,1,0.07692307692307693,Megadermatidae,Cardioderma,54.0,1.0,2892359.62,18.0,-10.53,3.73,51.41,31.39,41.4,0.0,39.85,2.0,0.11,55.07,232.39,704.56,1613.35,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,G,A,1.0,0.0,27.84,1.0
Carollia brevicauda,107,6,0.05607476635514018,Phyllostomidae,Carollia,40.26,1.0,11615943.22,23.25,-23.05,0.09,-34.79,-100.12,-67.45,0.0,25.68,0.0,0.12,155.22,240.49,1310.39,1560.88,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,14.4,1.0
Carollia castanea,45,0,0.0,Phyllostomidae,Carollia,36.2,1.0,4881458.89,16.02,-18.71,-1.34,-51.64,-88.14,-69.89,0.0,24.23,0.0,0.12,171.15,236.15,1395.44,1587.12,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,13.27,1.0
Carollia perspicillata,546,27,0.04945054945054945,Phyllostomidae,Carollia,42.45,1.0,14098730.57,21.62,-29.91,-4.14,-34.79,-98.21,-66.5,0.0,26.25,0.0,0.11,149.5,236.85,1288.14,1519.79,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,18.0,1.0
Carollia sowelli,72,7,0.09722222222222222,Phyllostomidae,Carollia,39.834999999999994,1.0,4881458.89,18.12,-18.71,0.09,-51.64,-94.01,-69.89,0.0,26.25,0.0,0.11,149.5,236.15,1395.44,1560.88,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,D1,Ar,A,1.0,0.0,16.5,1.0
Centurio senex,4,0,0.0,Phyllostomidae,Centurio,44.0,1.0,2107462.67,26.26,5.05,15.65,-60.78,-108.71,-84.74,0.0,58.61,3.0,0.12,126.65,232.97,1224.39,1627.36,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,21.22,1.0
Chaerephon plicatus,32,4,0.125,Molossidae,Chaerephon,46.39,1.0,4893584.82,31.02,-8.96,11.03,126.6,71.16,98.88,1.0,244.83,9.0,0.1,155.19,250.06,1101.45,1563.04,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,21.83,1.0
Chaerephon pumilus,15,2,0.13333333333333333,Molossidae,Chaerephon,38.99,1.0,14309050.1,17.23,-34.83,-8.8,50.26,-17.53,16.36,0.0,36.24,1.0,0.14,96.01,238.79,958.76,1545.68,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,10.98,1.0
Chalinolobus gouldii,66,2,0.030303030303030307,Vespertilionidae,Chalinolobus,43.87,1.0,7346335.67,-11.11,-43.64,-27.37,168.09,113.14,140.61,0.0,3.44,0.0,0.03,36.09,208.38,434.79,1334.78,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,14.47,1.0
Chalinolobus morio,59,4,0.06779661016949153,Vespertilionidae,Chalinolobus,37.0,1.0,2259579.36,-19.7,-43.64,-31.67,153.63,114.14,133.89,0.0,9.06,0.0,0.04,40.72,172.07,455.18,1179.23,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,8.77,1.0
Choeroniscus godmani,6,0,0.0,Phyllostomidae,Choeroniscus,34.0,1.0,2763301.06,25.05,0.91,12.98,-51.64,-108.21,-79.92,0.0,42.76,0.0,0.11,148.03,238.66,1362.84,1661.72,30.0,0.0,0.0,0.0,40.0,30.0,0.0,0.0,ABC,Ar,A,1.0,0.0,7.9,1.0
Chrotopterus auritus,3,0,0.0,Phyllostomidae,Chrotopterus,82.56,1.0,9155053.99,21.62,-31.49,-4.93,-38.87,-96.54,-67.71,0.0,26.42,0.0,0.12,145.4,233.69,1299.96,1511.66,30.0,0.0,20.0,20.0,30.0,0.0,0.0,0.0,ABC,S,B,1.0,0.0,77.86,1.0
Coelops frithii,8,0,0.0,Hipposideridae,Coelops,41.0,1.0,4074334.86,31.29,-8.84,11.22,120.82,87.2,104.01,1.0,232.38,12.0,0.08,155.98,201.43,1147.81,1359.69,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,S,B,1.0,0.0,7.52,1.0
Coleura afra,211,0,0.0,Emballonuridae,Coleura,48.0,1.0,5013413.14,21.09,-17.54,1.77,51.41,-13.83,18.78,0.0,40.72,1.0,0.1,77.86,239.85,881.64,1614.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,10.67,1.0
Corynorhinus mexicanus,1,0,0.0,Vespertilionidae,Corynorhinus,43.2,1.0,559891.05,31.07,18.14,24.6,-86.73,-109.76,-98.25,1.0,79.25,2.0,0.11,62.53,183.65,820.96,1367.87,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,S,A,1.0,0.0,9.71,0.0
Cynomops abrasus,11,3,0.2727272727272727,Molossidae,Cynomops,43.5,1.0,10368632.82,9.58,-29.9,-10.15,-34.79,-79.05,-56.92,0.0,10.2,0.0,0.12,151.62,243.36,1293.46,1511.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,35.39,1.0
Cynomops planirostris,5,3,0.6,Molossidae,Cynomops,31.5,1.0,11408256.94,12.46,-29.32,-8.43,-34.79,-80.93,-57.86,0.0,15.9,0.0,0.11,149.25,243.33,1296.32,1538.29,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,12.84,1.0
Cynopterus brachyotis,259,41,0.1583011583011583,Pteropodidae,Cynopterus,64.21,1.0,2220429.06,27.65,-4.18,11.73,126.6,74.37,100.48,0.0,190.51,4.0,0.12,195.98,244.45,1328.22,1611.42,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,31.15,1.0
Cynopterus sphinx,363,18,0.049586776859504134,Pteropodidae,Cynopterus,71.0,1.0,5648557.98,33.2,-5.94,13.63,119.33,67.57,93.45,1.0,242.36,10.0,0.09,138.22,233.8,1018.32,1479.68,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,43.66,1.0
Desmodus rotundus,148,1,0.006756756756756757,Phyllostomidae,Desmodus,58.29,1.0,17803912.83,28.12,-34.94,-3.4,-34.79,-110.9,-72.84,0.0,28.84,0.0,0.1,130.09,216.33,1157.17,1460.68,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,G,A,1.0,0.0,31.21,1.0
Eidolon helvum,681,45,0.06607929515418502,Pteropodidae,Eidolon,120.5,1.0,18942406.16,18.49,-34.83,-8.17,51.41,-17.53,16.93,0.0,34.3,1.0,0.13,84.6,233.78,864.91,1524.57,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,1.0,253.31,1.0
Emballonura alecto,8,2,0.25,Emballonuridae,Emballonura,45.99,1.0,1034172.29,18.65,-8.03,5.3,131.74,107.96,119.85,1.0,100.0,4.0,0.13,239.99,241.82,1651.05,1736.94,90.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,ABC,A,A,0.0,1.0,5.25,1.0
Enchisthenes hartii,3,0,0.0,Phyllostomidae,Enchisthenes,39.82,1.0,3507398.71,24.03,-17.72,3.15,-60.62,-105.67,-83.15,0.0,45.36,1.0,0.12,140.17,219.71,1258.37,1569.93,10.0,0.0,0.0,0.0,80.0,10.0,0.0,0.0,ABC,Ar,A,1.0,0.0,16.99,1.0
Eonycteris spelaea,275,14,0.05090909090909091,Pteropodidae,Eonycteris,69.0,1.0,3882233.27,30.46,-10.37,10.04,128.9,74.22,101.56,1.0,163.15,5.0,0.1,184.62,225.74,1270.52,1539.33,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,ABC,Ar,A,1.0,0.0,58.1,1.0
Epomophorus gambianus,88,5,0.05681818181818181,Pteropodidae,Epomophorus,85.27,1.0,3524240.83,15.64,3.95,9.79,39.47,-17.53,10.97,1.0,67.96,4.0,0.12,106.13,257.58,954.23,1569.57,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,128.87,1.0
Epomophorus wahlbergi,14,0,0.0,Pteropodidae,Epomophorus,80.66,1.0,5397486.84,5.24,-34.21,-14.48,48.19,8.49,28.34,0.0,37.08,2.0,0.14,89.53,223.99,922.58,1483.6,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,91.58,1.0
Epomops buettikoferi,3,0,0.0,Pteropodidae,Epomops,90.16,1.0,479614.16,10.59,4.35,7.47,9.69,-13.29,-1.79,3.0,85.82,10.0,0.08,164.99,256.77,1242.61,1569.6,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,133.84,1.0
Eptesicus bottae,35,0,0.0,Vespertilionidae,Eptesicus,42.95,1.0,1701007.28,47.07,13.78,30.42,80.42,28.36,54.39,0.0,81.35,1.0,0.12,23.53,112.75,291.75,1027.92,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,14.23,1.0
Eptesicus furinalis,5,0,0.0,Vespertilionidae,Eptesicus,39.15,1.0,15960672.0,23.59,-36.24,-6.32,-34.79,-105.67,-70.23,0.0,27.82,0.0,0.11,139.02,226.93,1220.0,1481.64,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,7.74,1.0
Eptesicus fuscus,651,66,0.10138248847926268,Vespertilionidae,Eptesicus,46.69,1.0,13321726.93,60.21,2.09,31.15,-59.42,-126.58,-93.0,0.0,43.16,0.0,0.06,63.98,115.12,649.12,941.91,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,16.46,1.0
Eptesicus hottentotus,2,0,0.0,Vespertilionidae,Eptesicus,49.5,1.0,1719187.67,1.38,-34.83,-16.72,37.25,14.54,25.89,0.0,37.58,0.0,0.13,57.42,189.49,712.23,1328.54,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,30.0,1.0
Eptesicus nilssonii,37,2,0.054054054054054064,Vespertilionidae,Eptesicus,40.24,1.0,10151783.96,69.97,37.59,53.78,155.92,4.94,80.43,0.0,33.38,0.0,0.000792,40.55,2.73,366.6,422.84,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,10.72,1.0
Eptesicus serotinus,72,3,0.041666666666666664,Vespertilionidae,Eptesicus,50.3,1.0,8742253.51,57.74,18.14,37.94,122.0,-9.49,56.25,0.0,150.61,1.0,0.04,59.65,99.39,557.37,844.59,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,22.86,1.0
Eumops glaucinus,38,1,0.02631578947368421,Molossidae,Eumops,59.73,1.0,11841060.24,26.61,-26.32,0.14,-39.68,-105.56,-72.62,0.0,30.41,0.0,0.12,147.97,232.45,1286.03,1517.73,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,35.38,1.0
Eumops maurus,1,0,0.0,Molossidae,Eumops,52.0,1.0,269127.99,7.83,1.45,4.64,-53.98,-59.55,-56.76,0.0,4.58,0.0,0.04,140.51,258.08,1518.3,1713.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,29.38,2.0
Eumops perotis,1,0,0.0,Molossidae,Eumops,75.49,1.0,16118784.11,37.7,-29.71,3.99,-34.79,-122.41,-78.6,0.0,26.8,0.0,0.11,128.55,218.18,1143.32,1461.18,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,51.13,1.0
Falsistrellus mackenziei,7,0,0.0,Vespertilionidae,Falsistrellus,41.0,1.0,40804.15,-31.37,-35.06,-33.21,117.0,114.97,115.98,0.0,30.34,0.0,0.11,64.03,153.5,462.51,1179.61,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,23.0,1.0
Glauconycteris beatrix,1,0,0.0,Vespertilionidae,Glauconycteris,37.0,1.0,438945.12,8.88,-2.21,3.33,12.84,-7.07,2.88,1.0,57.15,1.0,0.12,139.41,258.5,1297.94,1577.02,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,7.5,1.0
Glauconycteris variegata,1,0,0.0,Vespertilionidae,Glauconycteris,43.54,1.0,9810939.42,14.33,-30.74,-8.2,41.4,-16.94,12.23,0.0,36.23,1.0,0.14,106.66,236.76,1037.93,1531.22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,11.25,1.0
Glossophaga commissarisi,6,0,0.0,Phyllostomidae,Glossophaga,34.37,1.0,4974223.1,25.76,-15.32,5.21,-59.74,-108.54,-84.14,0.0,30.43,0.0,0.11,173.54,234.75,1377.37,1583.32,40.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,ABC,Ar,B,1.0,0.0,8.9,1.0
Glossophaga soricina,167,3,0.017964071856287425,Phyllostomidae,Glossophaga,35.7,1.0,15465868.32,29.56,-34.78,-2.61,-34.79,-110.73,-72.76,0.0,31.15,0.0,0.11,141.96,230.99,1244.18,1508.29,40.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,ABC,Ar,B,1.0,0.0,9.43,1.0
Haplonycteris fischeri,6,0,0.0,Pteropodidae,Haplonycteris,50.56,1.0,242390.28,18.65,5.55,12.1,126.6,117.17,121.88,19.0,214.7,29.0,0.11,202.1,241.6,1470.69,1729.38,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,17.96,1.0
Hipposideros abae,862,19,0.022041763341067284,Hipposideridae,Hipposideros,60.5,1.0,3812422.28,9.93,-2.87,3.53,32.12,-13.16,9.48,0.0,41.35,1.0,0.1,141.01,248.93,1287.07,1586.32,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,9.31,2.0
Hipposideros armiger,1856,5,0.0026939655172413795,Hipposideridae,Hipposideros,89.49,1.0,4465866.75,33.01,1.26,17.13,122.13,77.88,100.01,1.0,209.75,9.0,0.08,143.35,185.89,1069.98,1300.83,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,53.0,1.0
Hipposideros caffer,6,0,0.0,Hipposideridae,Hipposideros,46.5,1.0,13549718.44,35.92,-32.97,1.47,52.22,-17.53,17.34,0.0,39.87,1.0,0.14,88.43,234.64,906.32,1532.23,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,9.45,1.0
Hipposideros cineraceus,67,1,0.01492537313432836,Hipposideridae,Hipposideros,34.92,1.0,1962284.84,32.47,-7.01,12.73,122.0,70.81,96.41,1.0,166.79,9.0,0.09,167.22,228.29,1146.79,1481.11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,4.72,1.0
Hipposideros commersoni,10,1,0.1,Hipposideridae,Hipposideros,95.99,1.0,17699930.41,17.49,-26.57,-4.54,50.48,-16.82,16.82,0.0,31.51,1.0,0.13,91.07,241.05,913.23,1553.76,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,99.09,1.0
Hipposideros diadema,4,1,0.25,Hipposideridae,Hipposideros,88.69,1.0,3232983.89,18.65,-18.9,-0.12,161.39,93.45,127.42,0.0,119.34,2.0,0.12,221.44,243.75,1532.13,1714.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,43.76,1.0
Hipposideros fuliginosus,1,0,0.0,Hipposideridae,Hipposideros,59.99,1.0,1904203.28,9.81,0.15,4.98,38.97,-12.34,13.31,1.0,54.28,2.0,0.11,135.82,245.43,1297.66,1561.36,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,9.31,2.0
